id
3600840
2862610
3543040
2095300
3488970
3218580
3364770
3898290
2758000
2963550
3478050
3350200
3785560
3838290
3185890
3908200
1490840
1107790
1514930
584980
3946830
474960
790540
3371480
1081510
998940
3570340
2774190
3391500
3099660
2322560
2685620
3021100
2803810
3516580
3460110
1061010
3864530
2461050
3709650
3562530
898650
1353270
1946070
1346830
1477920
1346840
1628130
863570
1925970
712730
1011190
1015020
3002930
3257360
3292340
3924100
836480
1095790
3446680
3676850
3593940
2786680
3952670
3282390
2958700
3734680
3370100
3608510
2322560
3166530
2913040
3258390
3241580
3101730
2712540
2959670
1015020
836480
1061010
1158840
3350200
2685620
3364770
2803810
3488970
3478050
3908200
3785720
1490840
4025330
4057940
3218580
3427050
3785560
3600840
584980
2963550
1839730
3650480
3700990
2767070
3901980
3241100
3021100
3099660
998940
695920
863570
898650
882960
3952670
3813820
3446680
2786680
3282390
3864530
3736160
